,head,variable,value
276,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi43
277,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,concept_vocab_index,vi1372
278,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,l_text_topics,topic_7
279,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,l_text_topics,topic_0
280,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi770
281,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi55
282,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi939
283,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,l_text_topics,topic_10
284,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,topic_6
285,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi55
286,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi55
287,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi1252
288,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,prerequisite,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27
289,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,concept_vocab_index,vi144
290,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi47
291,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi55
292,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1338
293,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,concept_vocab_index,vi470
294,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi988
295,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi980
296,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,level,level_1
297,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1443
298,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi69
299,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi743
300,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi832
301,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi1392
302,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi993
303,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi386
304,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi93
305,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi917
306,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,level,level_3
307,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1399
308,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi816
309,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi768
310,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi1206
311,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1057
312,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1206
313,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi993
314,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi643
315,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi1108
316,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1072
317,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi895
318,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi568
319,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi826
320,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi345
321,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,concept_vocab_index,vi371
322,Course2_W8-S3-L2_Generating_Snippets,l_text_topics,topic_12
323,Course2_W3-S1-L7_Precision_Recall_and_the_F_measure_16-16,concept_vocab_index,vi1184
324,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,prerequisite,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51
325,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi1399
326,Course1_W3-S1-L1_Introduction_0-28,concept_vocab_index,vi984
327,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi573
328,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi864
329,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi1057
330,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1003
331,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi1403
332,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1345
333,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi1122
334,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi1331
335,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi73
336,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi281
337,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi171
338,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi245
339,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi330
340,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi55
341,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi468
342,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi341
343,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi43
344,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1003
345,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi47
346,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi573
347,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi561
348,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,prerequisite,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52
349,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi567
350,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1129
351,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,level,level_1
352,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1037
353,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1442
354,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi1481
355,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi915
356,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi988
357,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi1229
358,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1011
359,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi1338
360,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi116
361,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi253
362,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi266
363,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi943
364,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi1003
365,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,l_text_topics,topic_6
366,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi1108
367,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,concept_vocab_index,vi468
368,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi47
369,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_12
370,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi436
371,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi993
372,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1341
373,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,level,level_3
374,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi1299
375,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi233
376,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1338
377,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi898
378,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi991
379,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi1206
380,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,prerequisite,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43
381,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi122
382,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi363
383,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1067
384,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi842
385,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi1206
386,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi1345
387,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1341
388,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi1200
389,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi122
390,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi943
391,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,prerequisite,Course2_W6-S1-L4_CKY_Example_21-52
392,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi1367
393,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi31
394,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,concept_vocab_index,vi545
395,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi43
396,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi817
397,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,l_text_topics,topic_12
398,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi468
399,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,level,level_1
400,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1141
401,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi116
402,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi872
403,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi351
404,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1206
405,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi31
406,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi55
407,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,l_text_topics,topic_1
408,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi1377
409,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,l_text_topics,topic_4
410,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi55
411,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi262
412,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi1105
413,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi768
414,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi625
415,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,l_text_topics,topic_2
416,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi116
417,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi116
418,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi1267
419,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,l_text_topics,topic_11
420,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi114
421,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi873
422,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,level,level_1
423,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi27
424,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,concept_vocab_index,vi743
425,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi561
426,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi770
427,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi908
428,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,level,level_1
429,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi573
430,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1278
431,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi648
432,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi984
433,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,l_text_topics,topic_7
434,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi1178
435,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,prerequisite,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28
436,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi116
437,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi351
438,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi982
439,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1022
440,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi1043
441,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi62
442,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi134
443,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi243
444,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi47
445,Course2_W2-S1-L6_Interpolation_10-25,l_text_topics,topic_4
446,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi27
447,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi1164
448,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi1285
449,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi78
450,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi585
451,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1283
452,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi55
453,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi1252
454,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi1338
455,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi991
456,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi835
457,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi586
458,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,l_text_topics,topic_7
459,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,concept_vocab_index,vi873
460,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi1146
461,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi1011
462,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,l_text_topics,topic_14
463,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi262
464,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,prerequisite,Course1_W9-S1-L2_Word_Cluster_Representations_8-36
465,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,l_text_topics,topic_11
466,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi991
467,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi817
468,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi944
469,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi363
470,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi559
471,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi442
472,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,concept_vocab_index,vi47
473,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi636
474,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi1027
475,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,l_text_topics,topic_11
476,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi449
477,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi134
478,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi1124
479,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,prerequisite,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15
480,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi338
481,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi1338
482,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi925
483,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,concept_vocab_index,vi55
484,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi1072
485,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1206
486,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi250
487,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi832
488,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,prerequisite,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27
489,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi147
490,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi1267
491,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi873
492,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1094
493,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi78
494,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi991
495,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi988
496,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi848
497,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi915
498,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi55
499,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi984
500,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,l_text_topics,topic_7
501,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi29
502,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1449
503,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi27
504,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi848
505,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1260
506,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi55
507,Course1_W9-S1-L1_Introduction_0-36,concept_vocab_index,vi47
508,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi255
509,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi1403
510,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi76
511,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1072
512,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi703
513,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,l_text_topics,topic_5
514,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,l_text_topics,topic_10
515,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi980
516,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi55
517,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi386
518,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,level,level_3
519,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi873
520,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi293
521,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi144
522,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1338
